IdealFile	NumberOfCities	NumberOfUniqueSolutions	SampleRate	NumberOfDiscoveredSolutions	FracOfSolutionsDiscovered
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.1	37	0.9024390243902439
smooth-psmap-tsp-20-R-instance1.ser	20	41	1.0E-4	1	0.024390243902439025
smooth-psmap-tsp-20-R-instance1.ser	20	41	2.0E-4	2	0.04878048780487805
smooth-psmap-tsp-20-R-instance1.ser	20	41	3.0E-4	3	0.07317073170731707
smooth-psmap-tsp-20-R-instance1.ser	20	41	4.0E-4	4	0.0975609756097561
smooth-psmap-tsp-20-R-instance1.ser	20	41	5.0E-4	5	0.12195121951219512
smooth-psmap-tsp-20-R-instance1.ser	20	41	6.0E-4	4	0.0975609756097561
smooth-psmap-tsp-20-R-instance1.ser	20	41	7.0E-4	5	0.12195121951219512
smooth-psmap-tsp-20-R-instance1.ser	20	41	8.0E-4	6	0.14634146341463414
smooth-psmap-tsp-20-R-instance1.ser	20	41	9.0E-4	8	0.1951219512195122
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0010	8	0.1951219512195122
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0020	10	0.24390243902439024
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0030	12	0.2926829268292683
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0040	18	0.43902439024390244
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0050	19	0.4634146341463415
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0060	20	0.4878048780487805
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0070	19	0.4634146341463415
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0080	25	0.6097560975609756
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0090	23	0.5609756097560976
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.01	20	0.4878048780487805
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.02	29	0.7073170731707317
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.03	31	0.7560975609756098
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.04	36	0.8780487804878049
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.05	35	0.8536585365853658
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.06	38	0.926829268292683
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.07	36	0.8780487804878049
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.08	33	0.8048780487804879
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.09	39	0.9512195121951219
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.1	40	0.975609756097561
smooth-psmap-tsp-20-R-instance1.ser	20	41	1.0E-4	1	0.024390243902439025
smooth-psmap-tsp-20-R-instance1.ser	20	41	2.0E-4	2	0.04878048780487805
smooth-psmap-tsp-20-R-instance1.ser	20	41	3.0E-4	3	0.07317073170731707
smooth-psmap-tsp-20-R-instance1.ser	20	41	4.0E-4	3	0.07317073170731707
smooth-psmap-tsp-20-R-instance1.ser	20	41	5.0E-4	4	0.0975609756097561
smooth-psmap-tsp-20-R-instance1.ser	20	41	6.0E-4	5	0.12195121951219512
smooth-psmap-tsp-20-R-instance1.ser	20	41	7.0E-4	5	0.12195121951219512
smooth-psmap-tsp-20-R-instance1.ser	20	41	8.0E-4	6	0.14634146341463414
smooth-psmap-tsp-20-R-instance1.ser	20	41	9.0E-4	8	0.1951219512195122
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0010	8	0.1951219512195122
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0020	7	0.17073170731707318
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0030	13	0.3170731707317073
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0040	18	0.43902439024390244
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0050	19	0.4634146341463415
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0060	24	0.5853658536585366
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0070	19	0.4634146341463415
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0080	20	0.4878048780487805
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.0090	24	0.5853658536585366
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.01	23	0.5609756097560976
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.02	26	0.6341463414634146
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.03	34	0.8292682926829268
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.04	34	0.8292682926829268
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.05	37	0.9024390243902439
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.06	36	0.8780487804878049
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.07	38	0.926829268292683
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.08	37	0.9024390243902439
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.09	39	0.9512195121951219
smooth-psmap-tsp-20-R-instance1.ser	20	41	0.1	39	0.9512195121951219
smooth-psmap-tsp-20-R-instance2.ser	20	30	1.0E-4	1	0.03333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	2.0E-4	2	0.06666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	3.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	4.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	5.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	6.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	7.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	8.0E-4	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	9.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0010	8	0.26666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0020	12	0.4
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0030	15	0.5
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0040	16	0.5333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0050	19	0.6333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0060	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0070	19	0.6333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0080	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0090	23	0.7666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.01	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.02	24	0.8
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.03	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.04	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.05	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.06	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.07	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.08	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.09	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.1	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	1.0E-4	1	0.03333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	2.0E-4	2	0.06666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	3.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	4.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	5.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	6.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	7.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	8.0E-4	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	9.0E-4	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0010	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0020	14	0.4666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0030	16	0.5333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0040	16	0.5333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0050	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0060	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0070	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0080	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0090	23	0.7666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.01	23	0.7666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.02	25	0.8333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.03	26	0.8666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.04	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.05	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.06	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.07	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.08	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.09	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.1	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	1.0E-4	1	0.03333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	2.0E-4	2	0.06666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	3.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	4.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	5.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	6.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	7.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	8.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	9.0E-4	8	0.26666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0010	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0020	10	0.3333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0030	16	0.5333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0040	19	0.6333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0050	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0060	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0070	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0080	23	0.7666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0090	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.01	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.02	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.03	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.04	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.05	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.06	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.07	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.08	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.09	30	1.0
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.1	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	1.0E-4	1	0.03333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	2.0E-4	2	0.06666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	3.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	4.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	5.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	6.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	7.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	8.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	9.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0010	9	0.3
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0020	11	0.36666666666666664
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0030	17	0.5666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0040	17	0.5666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0050	19	0.6333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0060	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0070	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0080	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0090	24	0.8
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.01	23	0.7666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.02	24	0.8
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.03	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.04	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.05	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.06	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.07	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.08	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.09	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.1	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	1.0E-4	1	0.03333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	2.0E-4	2	0.06666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	3.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	4.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	5.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	6.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	7.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	8.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	9.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0010	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0020	11	0.36666666666666664
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0030	15	0.5
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0040	19	0.6333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0050	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0060	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0070	19	0.6333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0080	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0090	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.01	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.02	25	0.8333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.03	25	0.8333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.04	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.05	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.06	30	1.0
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.07	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.08	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.09	30	1.0
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.1	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	1.0E-4	1	0.03333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	2.0E-4	2	0.06666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	3.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	4.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	5.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	6.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	7.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	8.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	9.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0010	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0020	12	0.4
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0030	15	0.5
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0040	18	0.6
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0050	15	0.5
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0060	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0070	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0080	19	0.6333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0090	24	0.8
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.01	23	0.7666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.02	24	0.8
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.03	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.04	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.05	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.06	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.07	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.08	30	1.0
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.09	26	0.8666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.1	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	1.0E-4	1	0.03333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	2.0E-4	2	0.06666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	3.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	4.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	5.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	6.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	7.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	8.0E-4	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	9.0E-4	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0010	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0020	12	0.4
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0030	16	0.5333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0040	19	0.6333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0050	16	0.5333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0060	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0070	18	0.6
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0080	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0090	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.01	23	0.7666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.02	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.03	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.04	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.05	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.06	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.07	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.08	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.09	30	1.0
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.1	30	1.0
smooth-psmap-tsp-20-R-instance2.ser	20	30	1.0E-4	1	0.03333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	2.0E-4	2	0.06666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	3.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	4.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	5.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	6.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	7.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	8.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	9.0E-4	8	0.26666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0010	9	0.3
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0020	13	0.43333333333333335
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0030	13	0.43333333333333335
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0040	17	0.5666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0050	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0060	23	0.7666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0070	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0080	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0090	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.01	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.02	26	0.8666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.03	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.04	26	0.8666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.05	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.06	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.07	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.08	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.09	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.1	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	1.0E-4	1	0.03333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	2.0E-4	2	0.06666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	3.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	4.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	5.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	6.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	7.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	8.0E-4	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	9.0E-4	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0010	8	0.26666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0020	12	0.4
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0030	13	0.43333333333333335
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0040	16	0.5333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0050	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0060	19	0.6333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0070	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0080	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0090	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.01	23	0.7666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.02	25	0.8333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.03	26	0.8666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.04	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.05	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.06	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.07	29	0.9666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.08	28	0.9333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.09	30	1.0
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.1	27	0.9
smooth-psmap-tsp-20-R-instance2.ser	20	30	1.0E-4	1	0.03333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	2.0E-4	2	0.06666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	3.0E-4	3	0.1
smooth-psmap-tsp-20-R-instance2.ser	20	30	4.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	5.0E-4	4	0.13333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	6.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	7.0E-4	5	0.16666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	8.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	9.0E-4	6	0.2
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0010	7	0.23333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0020	9	0.3
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0030	13	0.43333333333333335
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0040	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0050	19	0.6333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0060	18	0.6
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0070	20	0.6666666666666666
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0080	22	0.7333333333333333
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.0090	21	0.7
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.01	24	0.8
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.02	25	0.8333333333333334
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.03	26	0.8666666666666667
smooth-psmap-tsp-20-R-instance2.ser	20	30	0.04	27	0.9
