IdealFile	NumberOfCities	NumberOfUniqueSolutions	SampleRate	NumberOfDiscoveredSolutions	FracOfSolutionsDiscovered
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0010	6	0.3157894736842105
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0020	10	0.5263157894736842
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0030	8	0.42105263157894735
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0040	11	0.5789473684210527
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0050	12	0.631578947368421
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0060	14	0.7368421052631579
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0070	13	0.6842105263157895
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0080	14	0.7368421052631579
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0090	14	0.7368421052631579
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.01	16	0.8421052631578947
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.02	16	0.8421052631578947
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.03	17	0.8947368421052632
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.04	17	0.8947368421052632
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.05	16	0.8421052631578947
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.06	17	0.8947368421052632
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.07	18	0.9473684210526315
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.08	17	0.8947368421052632
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.09	17	0.8947368421052632
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.1	17	0.8947368421052632
smooth-psmap-tsp-10-R-instance2.ser	10	19	1.0E-4	1	0.05263157894736842
smooth-psmap-tsp-10-R-instance2.ser	10	19	2.0E-4	2	0.10526315789473684
smooth-psmap-tsp-10-R-instance2.ser	10	19	3.0E-4	3	0.15789473684210525
smooth-psmap-tsp-10-R-instance2.ser	10	19	4.0E-4	3	0.15789473684210525
smooth-psmap-tsp-10-R-instance2.ser	10	19	5.0E-4	3	0.15789473684210525
smooth-psmap-tsp-10-R-instance2.ser	10	19	6.0E-4	3	0.15789473684210525
smooth-psmap-tsp-10-R-instance2.ser	10	19	7.0E-4	5	0.2631578947368421
smooth-psmap-tsp-10-R-instance2.ser	10	19	8.0E-4	4	0.21052631578947367
smooth-psmap-tsp-10-R-instance2.ser	10	19	9.0E-4	5	0.2631578947368421
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0010	5	0.2631578947368421
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0020	7	0.3684210526315789
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0030	9	0.47368421052631576
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0040	11	0.5789473684210527
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0050	12	0.631578947368421
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0060	14	0.7368421052631579
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0070	16	0.8421052631578947
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0080	15	0.7894736842105263
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.0090	13	0.6842105263157895
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.01	14	0.7368421052631579
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.02	18	0.9473684210526315
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.03	17	0.8947368421052632
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.04	17	0.8947368421052632
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.05	16	0.8421052631578947
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.06	18	0.9473684210526315
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.07	18	0.9473684210526315
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.08	18	0.9473684210526315
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.09	19	1.0
smooth-psmap-tsp-10-R-instance2.ser	10	19	0.1	18	0.9473684210526315
smooth-psmap-tsp-100-R-instance0.ser	100	145	1.0E-4	1	0.006896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	2.0E-4	2	0.013793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	3.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	4.0E-4	4	0.027586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	5.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	6.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	7.0E-4	6	0.041379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	8.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	9.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0010	9	0.06206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0020	15	0.10344827586206896
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0030	20	0.13793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0040	27	0.18620689655172415
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0050	33	0.22758620689655173
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0060	35	0.2413793103448276
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0070	40	0.27586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0080	42	0.2896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0090	41	0.2827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.01	50	0.3448275862068966
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.02	68	0.4689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.03	78	0.5379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.04	90	0.6206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.05	100	0.6896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.06	104	0.7172413793103448
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.07	108	0.7448275862068966
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.08	112	0.7724137931034483
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.09	116	0.8
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.1	119	0.8206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	1.0E-4	1	0.006896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	2.0E-4	2	0.013793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	3.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	4.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	5.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	6.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	7.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	8.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	9.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0010	8	0.05517241379310345
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0020	14	0.09655172413793103
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0030	20	0.13793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0040	25	0.1724137931034483
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0050	34	0.23448275862068965
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0060	33	0.22758620689655173
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0070	40	0.27586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0080	45	0.3103448275862069
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0090	48	0.3310344827586207
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.01	47	0.32413793103448274
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.02	72	0.496551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.03	85	0.5862068965517241
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.04	93	0.6413793103448275
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.05	106	0.7310344827586207
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.06	101	0.696551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.07	108	0.7448275862068966
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.08	110	0.7586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.09	117	0.8068965517241379
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.1	115	0.7931034482758621
smooth-psmap-tsp-100-R-instance0.ser	100	145	1.0E-4	1	0.006896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	2.0E-4	2	0.013793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	3.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	4.0E-4	4	0.027586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	5.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	6.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	7.0E-4	6	0.041379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	8.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	9.0E-4	8	0.05517241379310345
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0010	8	0.05517241379310345
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0020	14	0.09655172413793103
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0030	20	0.13793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0040	26	0.1793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0050	28	0.19310344827586207
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0060	32	0.2206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0070	41	0.2827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0080	39	0.2689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0090	43	0.296551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.01	50	0.3448275862068966
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.02	64	0.4413793103448276
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.03	79	0.5448275862068965
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.04	93	0.6413793103448275
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.05	102	0.7034482758620689
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.06	93	0.6413793103448275
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.07	104	0.7172413793103448
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.08	110	0.7586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.09	120	0.8275862068965517
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.1	127	0.8758620689655172
smooth-psmap-tsp-100-R-instance0.ser	100	145	1.0E-4	1	0.006896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	2.0E-4	2	0.013793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	3.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	4.0E-4	4	0.027586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	5.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	6.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	7.0E-4	6	0.041379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	8.0E-4	6	0.041379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	9.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0010	8	0.05517241379310345
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0020	11	0.07586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0030	18	0.12413793103448276
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0040	28	0.19310344827586207
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0050	32	0.2206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0060	34	0.23448275862068965
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0070	40	0.27586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0080	43	0.296551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0090	45	0.3103448275862069
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.01	43	0.296551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.02	64	0.4413793103448276
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.03	86	0.593103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.04	96	0.6620689655172414
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.05	100	0.6896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.06	98	0.6758620689655173
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.07	105	0.7241379310344828
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.08	113	0.7793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.09	119	0.8206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.1	116	0.8
smooth-psmap-tsp-100-R-instance0.ser	100	145	1.0E-4	1	0.006896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	2.0E-4	2	0.013793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	3.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	4.0E-4	4	0.027586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	5.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	6.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	7.0E-4	6	0.041379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	8.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	9.0E-4	8	0.05517241379310345
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0010	9	0.06206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0020	16	0.1103448275862069
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0030	18	0.12413793103448276
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0040	26	0.1793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0050	29	0.2
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0060	38	0.2620689655172414
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0070	40	0.27586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0080	44	0.30344827586206896
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0090	41	0.2827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.01	41	0.2827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.02	71	0.4896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.03	82	0.5655172413793104
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.04	92	0.6344827586206897
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.05	95	0.6551724137931034
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.06	104	0.7172413793103448
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.07	108	0.7448275862068966
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.08	112	0.7724137931034483
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.09	117	0.8068965517241379
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.1	108	0.7448275862068966
smooth-psmap-tsp-100-R-instance0.ser	100	145	1.0E-4	1	0.006896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	2.0E-4	2	0.013793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	3.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	4.0E-4	4	0.027586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	5.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	6.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	7.0E-4	6	0.041379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	8.0E-4	6	0.041379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	9.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0010	9	0.06206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0020	12	0.08275862068965517
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0030	22	0.15172413793103448
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0040	27	0.18620689655172415
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0050	30	0.20689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0060	39	0.2689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0070	36	0.2482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0080	40	0.27586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0090	48	0.3310344827586207
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.01	43	0.296551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.02	72	0.496551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.03	88	0.6068965517241379
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.04	97	0.6689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.05	102	0.7034482758620689
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.06	104	0.7172413793103448
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.07	108	0.7448275862068966
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.08	113	0.7793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.09	115	0.7931034482758621
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.1	117	0.8068965517241379
smooth-psmap-tsp-100-R-instance0.ser	100	145	1.0E-4	1	0.006896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	2.0E-4	2	0.013793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	3.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	4.0E-4	4	0.027586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	5.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	6.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	7.0E-4	6	0.041379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	8.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	9.0E-4	8	0.05517241379310345
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0010	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0020	11	0.07586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0030	20	0.13793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0040	24	0.16551724137931034
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0050	30	0.20689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0060	31	0.21379310344827587
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0070	40	0.27586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0080	42	0.2896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0090	50	0.3448275862068966
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.01	48	0.3310344827586207
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.02	64	0.4413793103448276
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.03	75	0.5172413793103449
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.04	93	0.6413793103448275
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.05	101	0.696551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.06	100	0.6896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.07	105	0.7241379310344828
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.08	111	0.7655172413793103
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.09	114	0.7862068965517242
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.1	119	0.8206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	1.0E-4	1	0.006896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	2.0E-4	2	0.013793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	3.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	4.0E-4	4	0.027586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	5.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	6.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	7.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	8.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	9.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0010	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0020	15	0.10344827586206896
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0030	21	0.14482758620689656
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0040	27	0.18620689655172415
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0050	31	0.21379310344827587
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0060	35	0.2413793103448276
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0070	40	0.27586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0080	39	0.2689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0090	38	0.2620689655172414
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.01	47	0.32413793103448274
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.02	72	0.496551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.03	86	0.593103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.04	96	0.6620689655172414
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.05	98	0.6758620689655173
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.06	103	0.7103448275862069
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.07	109	0.7517241379310344
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.08	108	0.7448275862068966
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.09	112	0.7724137931034483
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.1	108	0.7448275862068966
smooth-psmap-tsp-100-R-instance0.ser	100	145	1.0E-4	1	0.006896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	2.0E-4	2	0.013793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	3.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	4.0E-4	4	0.027586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	5.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	6.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	7.0E-4	6	0.041379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	8.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	9.0E-4	8	0.05517241379310345
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0010	9	0.06206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0020	15	0.10344827586206896
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0030	22	0.15172413793103448
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0040	25	0.1724137931034483
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0050	31	0.21379310344827587
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0060	34	0.23448275862068965
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0070	40	0.27586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0080	41	0.2827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0090	48	0.3310344827586207
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.01	52	0.3586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.02	74	0.5103448275862069
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.03	87	0.6
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.04	92	0.6344827586206897
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.05	102	0.7034482758620689
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.06	98	0.6758620689655173
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.07	105	0.7241379310344828
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.08	110	0.7586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.09	113	0.7793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.1	114	0.7862068965517242
smooth-psmap-tsp-100-R-instance0.ser	100	145	1.0E-4	1	0.006896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	2.0E-4	2	0.013793103448275862
smooth-psmap-tsp-100-R-instance0.ser	100	145	3.0E-4	3	0.020689655172413793
smooth-psmap-tsp-100-R-instance0.ser	100	145	4.0E-4	4	0.027586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	5.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	6.0E-4	5	0.034482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	7.0E-4	6	0.041379310344827586
smooth-psmap-tsp-100-R-instance0.ser	100	145	8.0E-4	7	0.04827586206896552
smooth-psmap-tsp-100-R-instance0.ser	100	145	9.0E-4	8	0.05517241379310345
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0010	9	0.06206896551724138
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0020	16	0.1103448275862069
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0030	24	0.16551724137931034
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0040	25	0.1724137931034483
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0050	29	0.2
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0060	37	0.25517241379310346
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0070	35	0.2413793103448276
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0080	43	0.296551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.0090	42	0.2896551724137931
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.01	49	0.33793103448275863
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.02	65	0.4482758620689655
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.03	81	0.5586206896551724
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.04	93	0.6413793103448275
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.05	103	0.7103448275862069
smooth-psmap-tsp-100-R-instance0.ser	100	145	0.06	100	0.6896551724137931
