sampleRate	unanimous total	unanimous%	unanimousAvgLoss	defaultApproxTotal	defaultApprox%	defaultApproxAvgLoss	landslideTotal	landslide%	landslideApproxAvgLoss	ambiguousTotal	ambiguous%	ambiguousAvgLoss	noVotesTotal	noVotes%	noVotesAvgLoss	initialSamplesTotal	initialSamples%	initialSamplesAvgLoss
0.0070	1750	0.6222857142857143	0.0031257199806332646	0	NaN	NaN	6320	0.3189873417721519	0.007581439811406082	0	NaN	NaN	19	1.0	0.0	11	1.0	0.0
0.0080	1779	0.41259134345137716	0.0065237503962869686	0	NaN	NaN	6290	0.3410174880763116	0.007691059332998331	0	NaN	NaN	18	1.0	0.0	13	1.0	0.0
0.0090	1258	0.3998410174880763	0.006188066564661717	0	NaN	NaN	6808	0.3470916568742656	0.007236036738390595	0	NaN	NaN	20	1.0	0.0	14	1.0	0.0
0.01	1920	0.37447916666666664	0.005983691040796221	0	NaN	NaN	6147	0.21717911176183505	0.010320685449135274	0	NaN	NaN	17	1.0	0.0	16	1.0	0.0
1.0E-4	708	0.1751412429378531	0.012894252510195884	7391	0.0	0.09005636199372512	0	NaN	NaN	0	NaN	NaN	1	1.0	0.0	0	NaN	NaN
2.0E-4	1135	0.307488986784141	0.009183032828118167	6963	0.0	0.073950278851793	0	NaN	NaN	0	NaN	NaN	2	1.0	0.0	0	NaN	NaN
3.0E-4	1842	0.250814332247557	0.011499960411820945	6255	0.0	0.06951943063194412	0	NaN	NaN	0	NaN	NaN	3	1.0	0.0	0	NaN	NaN
4.0E-4	2316	0.22279792746113988	0.011628184208233082	5780	0.0	0.06179933248617758	0	NaN	NaN	0	NaN	NaN	4	1.0	0.0	0	NaN	NaN
5.0E-4	3024	0.2328042328042328	0.0119996824974783	5071	0.004535594557286532	0.04687242686017505	0	NaN	NaN	0	NaN	NaN	4	1.0	0.0	1	1.0	0.0
6.0E-4	2924	0.19630642954856362	0.01350831608155562	5121	0.0	0.059804181476402554	50	0.0	0.014975123654254392	0	NaN	NaN	4	1.0	0.0	1	1.0	0.0
7.0E-4	2961	0.21242823370482944	0.012162077463635101	4963	0.0	0.047637061971187125	170	0.17058823529411765	0.008700906626507934	0	NaN	NaN	5	1.0	0.0	1	1.0	0.0
8.0E-4	3256	0.2665847665847666	0.010403936480621519	4497	2.2237046920169E-4	0.038203741493685384	340	0.35294117647058826	0.00614548445829661	0	NaN	NaN	6	1.0	0.0	1	1.0	0.0
9.0E-4	3682	0.23601303639326454	0.011880241817845886	4100	2.4390243902439024E-4	0.03942914688488684	310	0.25806451612903225	0.009146812121790516	0	NaN	NaN	7	1.0	0.0	1	1.0	0.0
0.0010	3903	0.24391493722777352	0.011805953146771322	3639	0.015114042319318495	0.03578171050576982	549	0.2877959927140255	0.01024951446554864	0	NaN	NaN	8	1.0	0.0	1	1.0	0.0
0.0020	4414	0.2247394653375623	0.01112161392521831	1002	0.012974051896207584	0.02734327127379695	2667	0.2118485189351331	0.012504526899108442	0	NaN	NaN	14	1.0	0.0	3	1.0	0.0
0.0030	3078	0.29759584145549056	0.010110503639086527	143	0.0	0.038675015934141015	4854	0.3195302843016069	0.008350998066157765	0	NaN	NaN	20	1.0	0.0	5	1.0	0.0
0.0040	1694	0.4380165289256198	0.006168530606008554	0	NaN	NaN	6375	0.28721568627450983	0.009012819712105264	0	NaN	NaN	25	1.0	0.0	6	1.0	0.0
0.0050	1415	0.5441696113074205	0.0041900720889328225	0	NaN	NaN	6652	0.33072760072158747	0.007383974890840925	0	NaN	NaN	25	1.0	0.0	8	1.0	0.0
0.0060	2325	0.4047311827956989	0.005006581810475361	0	NaN	NaN	5745	0.2485639686684073	0.009838104576320743	0	NaN	NaN	21	1.0	0.0	9	1.0	0.0
0.0070	2071	0.5253500724287784	0.004595235410073621	0	NaN	NaN	5999	0.30138356392732124	0.008333841617138574	0	NaN	NaN	19	1.0	0.0	11	1.0	0.0
0.0080	1991	0.4927172275238574	0.004762560586174471	0	NaN	NaN	6078	0.2704837117472853	0.0090004831440374	0	NaN	NaN	18	1.0	0.0	13	1.0	0.0
0.0090	1948	0.5462012320328542	0.004629561538223982	0	NaN	NaN	6120	0.32630718954248367	0.008480453102223867	0	NaN	NaN	18	1.0	0.0	14	1.0	0.0
0.01	1715	0.5166180758017492	0.0043091139675272136	0	NaN	NaN	6350	0.2803149606299213	0.00905244825288868	0	NaN	NaN	19	1.0	0.0	16	1.0	0.0
1.0E-4	708	0.1751412429378531	0.012894252510195884	7391	0.0	0.09005636199372512	0	NaN	NaN	0	NaN	NaN	1	1.0	0.0	0	NaN	NaN
2.0E-4	1135	0.307488986784141	0.009183032828118167	6963	0.0	0.073950278851793	0	NaN	NaN	0	NaN	NaN	2	1.0	0.0	0	NaN	NaN
3.0E-4	1842	0.250814332247557	0.011499960411820945	6255	0.0	0.06951943063194412	0	NaN	NaN	0	NaN	NaN	3	1.0	0.0	0	NaN	NaN
4.0E-4	2316	0.22279792746113988	0.011628184208233082	5780	0.0	0.06179933248617758	0	NaN	NaN	0	NaN	NaN	4	1.0	0.0	0	NaN	NaN
5.0E-4	2580	0.21395348837209302	0.01334806579314654	5293	0.0	0.05911108535201543	222	0.5135135135135135	0.004600458616691345	0	NaN	NaN	4	1.0	0.0	1	1.0	0.0
6.0E-4	2880	0.22604166666666667	0.012339117763754778	5143	0.0	0.05828517912384328	72	0.25	0.009166553286949443	0	NaN	NaN	4	1.0	0.0	1	1.0	0.0
7.0E-4	2846	0.31482782853127195	0.009117210568707483	5057	0.005734625271900337	0.045116234669776815	191	0.46596858638743455	0.002318305756472316	0	NaN	NaN	5	1.0	0.0	1	1.0	0.0
8.0E-4	3225	0.28031007751937986	0.010203457133006008	4624	0.001513840830449827	0.040714837168011955	244	0.4180327868852459	0.003392541490360179	0	NaN	NaN	6	1.0	0.0	1	1.0	0.0
9.0E-4	3633	0.23341590971648776	0.010441430842775332	4123	2.4254183846713557E-4	0.03556045464755489	336	0.22023809523809523	0.010595588498016482	0	NaN	NaN	7	1.0	0.0	1	1.0	0.0
0.0010	3689	0.2008674437516942	0.013066402156524057	3746	2.6695141484249865E-4	0.03733520545894324	656	0.2576219512195122	0.008742985076617934	0	NaN	NaN	8	1.0	0.0	1	1.0	0.0
0.0020	4341	0.27689472471780696	0.010717756653556123	1295	0.003861003861003861	0.028716500387458214	2447	0.2876992235390274	0.009768786613173519	0	NaN	NaN	14	1.0	0.0	3	1.0	0.0
0.0030	2798	0.26590421729807007	0.00965774773100369	117	0.0	0.029231538948041126	5160	0.30523255813953487	0.008759079446499424	0	NaN	NaN	20	1.0	0.0	5	1.0	0.0
0.0040	1942	0.55870236869207	0.004036642434521926	0	NaN	NaN	6128	0.3441579634464752	0.006679133757175338	0	NaN	NaN	24	1.0	0.0	6	1.0	0.0
0.0050	1741	0.4623779437105112	0.005258932979276541	0	NaN	NaN	6328	0.31874209860935526	0.007809426780733127	0	NaN	NaN	23	1.0	0.0	8	1.0	0.0
0.0060	1878	0.4323748668796592	0.005378648032128649	0	NaN	NaN	6191	0.3303182038442901	0.008250478605284002	0	NaN	NaN	22	1.0	0.0	9	1.0	0.0
0.0070	1858	0.5096878363832078	0.003919494575348649	0	NaN	NaN	6210	0.2613526570048309	0.009196854722304791	0	NaN	NaN	21	1.0	0.0	11	1.0	0.0
0.0080	1720	0.43546511627906975	0.00603248419243723	0	NaN	NaN	6350	0.3188976377952756	0.007879195488639494	0	NaN	NaN	17	1.0	0.0	13	1.0	0.0
0.0090	1668	0.37949640287769787	0.005745574765586139	0	NaN	NaN	6399	0.3125488357555868	0.007825656800207022	0	NaN	NaN	19	1.0	0.0	14	1.0	0.0
0.01	1993	0.44154540893125943	0.00552379714983077	0	NaN	NaN	6077	0.2948823432614777	0.009524770148225904	0	NaN	NaN	14	1.0	0.0	16	1.0	0.0
